region,environment,basin,sub_basin,year,total_surveyed_area,vegetation,area,veg_percent_of_total_area,y_on_y_veg_area_change,y_on_y_veg_percent_change,standardised_score
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2013,3.83757,Remnant Vegetation,316.3,82.41031,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2015,3.83757,Remnant Vegetation,316.3,82.41031,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2017,3.83757,Remnant Vegetation,316.3,82.41031,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2019,3.83757,Remnant Vegetation,316.3,82.41031,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2021,3.83757,Remnant Vegetation,312.3,81.36944,-4,-1.26,20
Dry Tropics,Estuarine,Black,Bluewater Creek,pre_clear,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_1997,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_1999,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2000,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2001,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2003,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2005,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2006,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2006b,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2007,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2009,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2011,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2013,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2015,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2017,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2019,3.83757,Water,65.4,17.03393,0,0,80
Dry Tropics,Estuarine,Black,Bluewater Creek,remnant_2021,3.83757,Water,68.7,17.90393,3.3,5.11,81
Dry Tropics,Estuarine,Ross,Bohle River,pre_clear,10.4386,Non-Remnant Vegetation,0,0,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_1997,10.4386,Non-Remnant Vegetation,13.3,1.27731,13.3,100,99
Dry Tropics,Estuarine,Ross,Bohle River,remnant_1999,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2000,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2001,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2003,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2005,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,-0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2006,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2006b,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2007,10.4386,Non-Remnant Vegetation,13.3,1.27731,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2009,10.4386,Non-Remnant Vegetation,13.3,1.27861,0,0.1,81
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2011,10.4386,Non-Remnant Vegetation,13.3,1.27861,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2013,10.4386,Non-Remnant Vegetation,13.3,1.27861,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2015,10.4386,Non-Remnant Vegetation,17.9,1.71555,4.6,34.17,87
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2017,10.4386,Non-Remnant Vegetation,17.9,1.71555,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2019,10.4386,Non-Remnant Vegetation,17.9,1.71555,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2021,10.4386,Non-Remnant Vegetation,17.9,1.71555,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,pre_clear,10.4386,Remnant Vegetation,884.9,84.76841,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_1997,10.4386,Remnant Vegetation,871.5,83.4911,-13.3,-1.51,20
Dry Tropics,Estuarine,Ross,Bohle River,remnant_1999,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2000,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2001,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2003,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2005,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2006,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2006b,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2007,10.4386,Remnant Vegetation,871.5,83.4911,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2009,10.4386,Remnant Vegetation,871.5,83.48979,0,-0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2011,10.4386,Remnant Vegetation,871.5,83.48979,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2013,10.4386,Remnant Vegetation,871.5,83.48979,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2015,10.4386,Remnant Vegetation,867,83.05286,-4.6,-0.52,40
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2017,10.4386,Remnant Vegetation,867,83.05286,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2019,10.4386,Remnant Vegetation,867,83.05286,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2021,10.4386,Remnant Vegetation,867,83.05286,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,pre_clear,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_1997,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_1999,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2000,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2001,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2003,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2005,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2006,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2006b,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2007,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2009,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2011,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2013,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2015,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2017,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2019,10.4386,Water,159,15.23159,0,0,80
Dry Tropics,Estuarine,Ross,Bohle River,remnant_2021,10.4386,Water,159,15.23159,0,-0,80
Burdekin,Estuarine,Burdekin,Burdekin,pre_clear,13.75242,Non-Remnant Vegetation,0,0,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_1997,13.75242,Non-Remnant Vegetation,0.1,0.00495,0.1,100,99
Burdekin,Estuarine,Burdekin,Burdekin,remnant_1999,13.75242,Non-Remnant Vegetation,0.1,0.00495,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2000,13.75242,Non-Remnant Vegetation,0.1,0.00495,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2001,13.75242,Non-Remnant Vegetation,0.1,0.00601,0,21.36,85
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2003,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0.41,81
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2005,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2006,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2006b,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2007,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2009,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2011,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2013,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2015,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2017,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2019,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2021,13.75242,Non-Remnant Vegetation,0.1,0.00604,0,0,81
Burdekin,Estuarine,Burdekin,Burdekin,pre_clear,13.75242,Remnant Vegetation,822.5,59.81084,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_1997,13.75242,Remnant Vegetation,692.4,50.34893,-130.1,-15.82,17
Burdekin,Estuarine,Burdekin,Burdekin,remnant_1999,13.75242,Remnant Vegetation,692.4,50.34893,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2000,13.75242,Remnant Vegetation,692.4,50.34893,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2001,13.75242,Remnant Vegetation,692.4,50.34787,0,-0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2003,13.75242,Remnant Vegetation,692.4,50.34784,0,-0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2005,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2006,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2006b,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2007,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2009,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2011,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2013,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2015,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2017,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2019,13.75242,Remnant Vegetation,692.4,50.34784,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2021,13.75242,Remnant Vegetation,692.4,50.34784,0,-0,80
Burdekin,Estuarine,Burdekin,Burdekin,pre_clear,13.75242,Water,552.7,40.18916,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_1997,13.75242,Water,682.8,49.64612,130.1,23.53,85
Burdekin,Estuarine,Burdekin,Burdekin,remnant_1999,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2000,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2001,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2003,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2005,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2006,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2006b,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2007,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2009,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2011,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2013,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2015,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2017,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2019,13.75242,Water,682.8,49.64612,0,0,80
Burdekin,Estuarine,Burdekin,Burdekin,remnant_2021,13.75242,Water,682.8,49.64612,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,pre_clear,1.90419,Non-Remnant Vegetation,0,0,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_1997,1.90419,Non-Remnant Vegetation,1.3,0.69003,1.3,100,99
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_1999,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2000,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2001,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2003,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,-0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2005,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2006,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,81
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2006b,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2007,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,-0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2009,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2011,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2013,1.90419,Non-Remnant Vegetation,1.3,0.69003,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2015,1.90419,Non-Remnant Vegetation,1.3,0.69196,0,0.28,81
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2017,1.90419,Non-Remnant Vegetation,1.3,0.6967,0,0.69,81
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2019,1.90419,Non-Remnant Vegetation,1.3,0.6967,0,-0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2021,1.90419,Non-Remnant Vegetation,1.1,0.58466,-0.2,-16.08,17
Dry Tropics,Estuarine,Black,Crystal Creek,pre_clear,1.90419,Remnant Vegetation,160.5,84.3037,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_1997,1.90419,Remnant Vegetation,159.4,83.72749,-1.1,-0.68,33
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_1999,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2000,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2001,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2003,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2005,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2006,1.90419,Remnant Vegetation,159.4,83.72749,0,-0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2006b,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2007,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2009,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2011,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2013,1.90419,Remnant Vegetation,159.4,83.72749,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2015,1.90419,Remnant Vegetation,159.4,83.72556,0,-0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2017,1.90419,Remnant Vegetation,159.4,83.72082,0,-0.01,79
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2019,1.90419,Remnant Vegetation,159.4,83.72082,0,-0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2021,1.90419,Remnant Vegetation,159.6,83.80884,0.2,0.11,81
Dry Tropics,Estuarine,Black,Crystal Creek,pre_clear,1.90419,Water,29.9,15.6963,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_1997,1.90419,Water,29.7,15.58248,-0.2,-0.73,32
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_1999,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2000,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2001,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2003,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2005,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2006,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2006b,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2007,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2009,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2011,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2013,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2015,1.90419,Water,29.7,15.58248,0,-0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2017,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2019,1.90419,Water,29.7,15.58248,0,0,80
Dry Tropics,Estuarine,Black,Crystal Creek,remnant_2021,1.90419,Water,29.7,15.6065,0,0.15,81
Wet Tropics,Estuarine,Daintree,Daintree,pre_clear,23.4023,Non-Remnant Vegetation,0,0,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_1997,23.4023,Non-Remnant Vegetation,16.3,0.69489,16.3,100,99
Wet Tropics,Estuarine,Daintree,Daintree,remnant_1999,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2000,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2001,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2003,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2005,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,-0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2006,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2006b,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2007,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2009,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2011,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2013,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2015,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2017,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2019,23.4023,Non-Remnant Vegetation,16.3,0.69489,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2021,23.4023,Non-Remnant Vegetation,16.6,0.70829,0.3,1.93,81
Wet Tropics,Estuarine,Daintree,Daintree,pre_clear,23.4023,Remnant Vegetation,1302,55.63397,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_1997,23.4023,Remnant Vegetation,1298.9,55.50217,-3.1,-0.24,54
Wet Tropics,Estuarine,Daintree,Daintree,remnant_1999,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2000,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2001,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2003,23.4023,Remnant Vegetation,1298.9,55.50217,0,-0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2005,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2006,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2006b,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2007,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2009,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2011,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2013,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2015,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2017,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2019,23.4023,Remnant Vegetation,1298.9,55.50217,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2021,23.4023,Remnant Vegetation,1298.5,55.48799,-0.3,-0.03,75
Wet Tropics,Estuarine,Daintree,Daintree,pre_clear,23.4023,Water,1038.3,44.36603,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_1997,23.4023,Water,1025.1,43.80294,-13.2,-1.27,20
Wet Tropics,Estuarine,Daintree,Daintree,remnant_1999,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2000,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2001,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2003,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2005,23.4023,Water,1025.1,43.80294,0,-0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2006,23.4023,Water,1025.1,43.80294,0,-0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2006b,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2007,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2009,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2011,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2013,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2015,23.4023,Water,1025.1,43.80294,0,0,80
Wet Tropics,Estuarine,Daintree,Daintree,remnant_2017,23.4023,Water,1025.1,43.80294,0,0,80
